"table","row","col","alpha","c0","cell","design_hr","n","value","count","denominator","source_column","source_payload"
"S6","calibrated_c085","kappa_pooled_median_allcells",0.1,"c085","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.59812308471416,,8000,"kappa_hat_10_c085","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_allcells",0.1,"c085","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.990626511204218,,8000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_allcells",0.1,"c085","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",2.59181135767744,,4,"kappa_hat_10_c085","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_allcells",0.1,"c085","B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.990452789374196,,4,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds;declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds"
"S6","calibrated_c085","kappa_pooled_median_Bcells",0.1,"c085","B2;B5","0.657;0.721","1000",2.60899229634414,,4000,"kappa_hat_10_c085","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_Bcells",0.1,"c085","B2;B5","0.657;0.721","1000",0.990919071334182,,4000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_Bcells",0.1,"c085","B2;B5","0.657;0.721","1000",2.6081008343292,,2,"kappa_hat_10_c085","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_Bcells",0.1,"c085","B2;B5","0.657;0.721","1000",0.990895386994042,,2,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B2_res_1_2000.rds;declcalc0_inull_B5_res_1_2000.rds"
"S6","calibrated_c085","kappa_pooled_median_allcells",0.1,"c085","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",2.42961548889863,,8000,"kappa_hat_10_c085","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_allcells",0.1,"c085","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.984885151390182,,8000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_allcells",0.1,"c085","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",2.42408236950857,,4,"kappa_hat_10_c085","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_allcells",0.1,"c085","B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.98465287591911,,4,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"S6","calibrated_c085","kappa_pooled_median_Bcells",0.1,"c085","B3;B6","0.657;0.721","1500",2.44168384825226,,4000,"kappa_hat_10_c085","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c085","level_pooled_median_Bcells",0.1,"c085","B3;B6","0.657;0.721","1500",0.985381057345545,,4000,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c085","kappa_median_of_cell_medians_Bcells",0.1,"c085","B3;B6","0.657;0.721","1500",2.44103517603916,,2,"kappa_hat_10_c085","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","calibrated_c085","level_median_of_cell_medians_Bcells",0.1,"c085","B3;B6","0.657;0.721","1500",0.985354771827966,,2,"2*pnorm(kappa_hat_10_c085)-1","declcalc0_inull_B3_res_1_2000.rds;declcalc0_inull_B6_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_allcells",0.1,,"B1;B4","0.657;0.721","500",3.33741442841648,,4000,"kappa_hat_10","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_allcells",0.1,,"B1;B4","0.657;0.721","500",0.999154382436501,,4000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_allcells",0.1,,"B1;B4","0.657;0.721","500",3.33784904115314,,2,"kappa_hat_10","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_allcells",0.1,,"B1;B4","0.657;0.721","500",0.999155703941586,,2,"2*pnorm(kappa_hat_10)-1","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_Bcells",0.1,,"B1;B4","0.657;0.721","500",3.33741442841648,,4000,"kappa_hat_10","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_Bcells",0.1,,"B1;B4","0.657;0.721","500",0.999154382436501,,4000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_Bcells",0.1,,"B1;B4","0.657;0.721","500",3.33784904115314,,2,"kappa_hat_10","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.1,,"B1;B4","0.657;0.721","500",0.999155703941586,,2,"2*pnorm(kappa_hat_10)-1","declcal_inull_B1_res_1_2000.rds;declcal_inull_B4_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_allcells",0.1,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",3.34479572753677,,8000,"kappa_hat_10","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_allcells",0.1,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.999176568073164,,8000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_allcells",0.1,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",3.34274946731932,,4,"kappa_hat_10","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_allcells",0.1,,"B2;B5;C1;C3","0.657;0.721;1.5;2","1000",0.999170472444183,,4,"2*pnorm(kappa_hat_10)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds;declcal_power_C1_res_1_2000.rds;declcal_power_C3_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_Bcells",0.1,,"B2;B5","0.657;0.721","1000",3.34776215947966,,4000,"kappa_hat_10","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_Bcells",0.1,,"B2;B5","0.657;0.721","1000",0.999185331054183,,4000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_Bcells",0.1,,"B2;B5","0.657;0.721","1000",3.3480027980828,,2,"kappa_hat_10","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.1,,"B2;B5","0.657;0.721","1000",0.999186038104364,,2,"2*pnorm(kappa_hat_10)-1","declcal_inull_B2_res_1_2000.rds;declcal_inull_B5_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_allcells",0.1,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",3.33332823232026,,8000,"kappa_hat_10","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_allcells",0.1,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.999141863599102,,8000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_allcells",0.1,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",3.33184419465161,,4,"kappa_hat_10","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_allcells",0.1,,"B3;B6;C2;C4","0.657;0.721;1.5;2","1500",0.999137274581614,,4,"2*pnorm(kappa_hat_10)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds;declcal_power_C2_res_1_2000.rds;declcal_power_C4_res_1_2000.rds"
"S6","claim_threshold","kappa_pooled_median_Bcells",0.1,,"B3;B6","0.657;0.721","1500",3.33675586818516,,4000,"kappa_hat_10","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","level_pooled_median_Bcells",0.1,,"B3;B6","0.657;0.721","1500",0.999152376329214,,4000,"2*pnorm(kappa_hat_10)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","kappa_median_of_cell_medians_Bcells",0.1,,"B3;B6","0.657;0.721","1500",3.33641085923979,,2,"kappa_hat_10","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"S6","claim_threshold","level_median_of_cell_medians_Bcells",0.1,,"B3;B6","0.657;0.721","1500",0.999151323601339,,2,"2*pnorm(kappa_hat_10)-1","declcal_inull_B3_res_1_2000.rds;declcal_inull_B6_res_1_2000.rds"
"footprint","calibrated_c070","share_n_admitted_gt1",0.05,"c070","C1;C2;C3;C4",,,0.968195620904587,6058,6257,"n_admitted_cal05_c070>1 | declared_cal05_c070==1","declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"footprint","calibrated_c075","share_n_admitted_gt1",0.05,"c075","C1;C2;C3;C4",,,0.9656283566058,5394,5586,"n_admitted_cal05_c075>1 | declared_cal05_c075==1","declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"footprint","calibrated_c080","share_n_admitted_gt1",0.05,"c080","C1;C2;C3;C4",,,0.965192465192465,4714,4884,"n_admitted_cal05_c080>1 | declared_cal05_c080==1","declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"footprint","calibrated_c085","share_n_admitted_gt1",0.05,"c085","C1;C2;C3;C4",,,0.966563907991463,4076,4217,"n_admitted_cal05_c085>1 | declared_cal05_c085==1","declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
"footprint","pooled_c0","share_n_admitted_gt1",0.05,"c070;c075;c080;c085","C1;C2;C3;C4",,,0.9664820473644,20242,20944,"n_admitted_cal05_<c0>>1 | declared_cal05_<c0>==1","declcalc0_power_C1_res_1_2000.rds;declcalc0_power_C2_res_1_2000.rds;declcalc0_power_C3_res_1_2000.rds;declcalc0_power_C4_res_1_2000.rds"
